"subject","total","days","grade","sheet_n","date","student"
"cp",5,12,0.416666666666667,1,2022-12-01,"670"
"directive",6,12,0.5,1,2022-12-01,"670"
"art",3,12,0.25,1,2022-12-01,"670"
"activity",1,10,0.1,1,2022-12-01,"670"
"spelling",1,10,0.1,1,2022-12-01,"670"
"math",3,10,0.3,1,2022-12-01,"670"
"reading",1.5,10,0.15,1,2022-12-01,"670"
"books",0,10,0,1,2022-12-01,"670"
"resets",0,10,0,1,2022-12-01,"670"
"cp",4,10,0.4,1,2022-12-01,"508"
"directive",6,12,0.5,1,2022-12-01,"508"
"art",6,12,0.5,1,2022-12-01,"508"
"pre-k",32,12,2.66666666666667,1,2022-12-01,"508"
"resets",3,12,0.25,1,2022-12-01,"508"
"cp",8,10,0.8,1,2022-12-01,"539"
"readingpassedoff",1,10,0.1,1,2022-12-01,"539"
"math",8,10,0.8,1,2022-12-01,"539"
"la",5,10,0.5,1,2022-12-01,"539"
"spelling",7,10,0.7,1,2022-12-01,"539"
"phonics",6,10,0.6,1,2022-12-01,"539"
"writing",5,10,0.5,1,2022-12-01,"539"
"rc",4,10,0.4,1,2022-12-01,"539"
"resets",0,10,0,1,2022-12-01,"539"
"cp",7,12,0.583333333333333,1,2022-12-01,"872"
"directive",11,12,0.916666666666667,1,2022-12-01,"872"
"art",9,12,0.75,1,2022-12-01,"872"
"activity",9,12,0.75,1,2022-12-01,"872"
"math",4,12,0.333333333333333,1,2022-12-01,"872"
"la",10,12,0.833333333333333,1,2022-12-01,"872"
"spelling",7,12,0.583333333333333,1,2022-12-01,"872"
"phonics",10,12,0.833333333333333,1,2022-12-01,"872"
"vocab",7,12,0.583333333333333,1,2022-12-01,"872"
"writing",6,12,0.5,1,2022-12-01,"872"
"reading",5,12,0.416666666666667,1,2022-12-01,"872"
"cp",3,12,0.25,1,2022-12-01,"776"
"directive",8,12,0.666666666666667,1,2022-12-01,"776"
"art",8,12,0.666666666666667,1,2022-12-01,"776"
"activity",7,12,0.583333333333333,1,2022-12-01,"776"
"math",12,10,1.2,1,2022-12-01,"776"
"la",6,10,0.6,1,2022-12-01,"776"
"spelling",5,10,0.5,1,2022-12-01,"776"
"phonics",3,10,0.3,1,2022-12-01,"776"
"reading",4,10,0.4,1,2022-12-01,"776"
"resets",1,12,0.0833333333333333,1,2022-12-01,"776"
"cp",2,12,0.166666666666667,1,2022-12-01,"420"
"directive",2,12,0.166666666666667,1,2022-12-01,"420"
"art",2,12,0.166666666666667,1,2022-12-01,"420"
"math",0,12,0,1,2022-12-01,"420"
"spelling",0,12,0,1,2022-12-01,"420"
"la",0,12,0,1,2022-12-01,"420"
"phonics",NA,NA,NA,1,2022-12-01,"420"
"writing",0,12,0,1,2022-12-01,"420"
"resets",0,12,0,1,2022-12-01,"420"
"cp",10,10,1,1,2022-12-01,"259"
"math",8,8,1,1,2022-12-01,"259"
"spelling",6,8,0.75,1,2022-12-01,"259"
"maps",0,8,0,1,2022-12-01,"259"
"countingmoney",9,8,1.125,1,2022-12-01,"259"
"money,fr,time",7,8,0.875,1,2022-12-01,"259"
"cp",11,12,0.916666666666667,1,2022-12-01,"350"
"directive",11,12,0.916666666666667,1,2022-12-01,"350"
"art",12,12,1,1,2022-12-01,"350"
"activity",11,12,0.916666666666667,1,2022-12-01,"350"
"math",9,10,0.9,1,2022-12-01,"350"
"spelling",11,10,1.1,1,2022-12-01,"350"
"phonics",13,10,1.3,1,2022-12-01,"350"
"vocab",10,10,1,1,2022-12-01,"350"
"reading",5,10,0.5,1,2022-12-01,"350"
"la",9,10,0.9,1,2022-12-01,"350"
"resets",0,10,0,1,2022-12-01,"350"
"cp",6,12,0.5,1,2022-12-01,"66"
"math",4,10,0.4,1,2022-12-01,"66"
"reading",3,10,0.3,1,2022-12-01,"66"
"la",1,10,0.1,1,2022-12-01,"66"
"spelling",9,10,0.9,1,2022-12-01,"66"
"phonics",7,10,0.7,1,2022-12-01,"66"
"geography",1,10,0.1,1,2022-12-01,"66"
"vocab",8,10,0.8,1,2022-12-01,"66"
"cp",11,12,0.916666666666667,1,2022-12-01,"722"
"math",10,10,1,1,2022-12-01,"722"
"handwriting",8,10,0.8,1,2022-12-01,"722"
"time",10,10,1,1,2022-12-01,"722"
"money",10,10,1,1,2022-12-01,"722"
"books",1,10,0.1,1,2022-12-01,"722"
"languagearts",0,10,0,1,2022-12-01,"722"
"spelling",0,10,0,1,2022-12-01,"722"
"cp",7,12,0.583333333333333,1,2022-12-01,"626"
"directive",9,12,0.75,1,2022-12-01,"626"
"activity",9,12,0.75,1,2022-12-01,"626"
"spelling",8,10,0.8,1,2022-12-01,"626"
"phonics",9,10,0.9,1,2022-12-01,"626"
"readingpassedoff",3,10,0.3,1,2022-12-01,"626"
"resets",2,10,0.2,1,2022-12-01,"626"
"cp",8,12,0.666666666666667,1,2022-12-01,"849"
"directive",9,12,0.75,1,2022-12-01,"849"
"art",9,12,0.75,1,2022-12-01,"849"
"activity",9,12,0.75,1,2022-12-01,"849"
"math",4,9,0.444444444444444,1,2022-12-01,"849"
"hw",5,9,0.555555555555556,1,2022-12-01,"849"
"grammar",6,9,0.666666666666667,1,2022-12-01,"849"
"readingpassedoff",4,9,0.444444444444444,1,2022-12-01,"849"
"resets",1,9,0.111111111111111,1,2022-12-01,"849"
"cp",2,12,0.166666666666667,1,2022-12-01,"484"
"directive",1,12,0.0833333333333333,1,2022-12-01,"484"
"art",0,12,0,1,2022-12-01,"484"
"readingpassedoff",0,12,0,1,2022-12-01,"484"
"resets",8,12,0.666666666666667,1,2022-12-01,"484"
"cp",10,12,0.833333333333333,1,2022-12-01,"651"
"directive",8,12,0.666666666666667,1,2022-12-01,"651"
"art",8,12,0.666666666666667,1,2022-12-01,"651"
"writing",10,10,1,1,2022-12-01,"651"
"reading",11,10,1.1,1,2022-12-01,"651"
"la",8,10,0.8,1,2022-12-01,"651"
"math",9,10,0.9,1,2022-12-01,"651"
"science",8,10,0.8,1,2022-12-01,"651"
"geography",14,10,1.4,1,2022-12-01,"651"
"cp",7,12,0.583333333333333,1,2022-12-01,"948"
"reset",0,12,0,1,2022-12-01,"948"
"math",14,10,1.4,1,2022-12-01,"948"
"grammar",10,10,1,1,2022-12-01,"948"
"writing",4,10,0.4,1,2022-12-01,"948"
"readingcomp",5,10,0.5,1,2022-12-01,"948"
"phonics",11,10,1.1,1,2022-12-01,"948"
"spelling",10,10,1,1,2022-12-01,"948"
"languagearts",5,10,0.5,1,2022-12-01,"948"
"math",9,10,0.9,1,2022-12-01,"430"
"la",8,10,0.8,1,2022-12-01,"430"
"writing",8,10,0.8,1,2022-12-01,"430"
"rc",6,10,0.6,1,2022-12-01,"430"
"phonics",8,10,0.8,1,2022-12-01,"430"
"spelling",5,10,0.5,1,2022-12-01,"430"
"vocab",8,10,0.8,1,2022-12-01,"430"
"cp",6,12,0.5,1,2022-12-01,"616"
"directive",11,12,0.916666666666667,1,2022-12-01,"616"
"art",8,12,0.666666666666667,1,2022-12-01,"616"
"activity",6,12,0.5,1,2022-12-01,"616"
"math",8,10,0.8,1,2022-12-01,"616"
"vocab",3,10,0.3,1,2022-12-01,"616"
"la",7,10,0.7,1,2022-12-01,"616"
"resets",0,10,0,1,2022-12-01,"616"
"cp",9,9,1,1,2022-12-01,"531"
"directive",9,9,1,1,2022-12-01,"531"
"art",9,9,1,1,2022-12-01,"531"
"activity",8,9,0.888888888888889,1,2022-12-01,"531"
"math",8.5,10,0.85,1,2022-12-01,"531"
"reading",4,10,0.4,1,2022-12-01,"531"
"spelling",6,10,0.6,1,2022-12-01,"531"
"phonics",13,10,1.3,1,2022-12-01,"531"
"la",6.5,10,0.65,1,2022-12-01,"531"
"writing",6,10,0.6,1,2022-12-01,"531"
"resets",0,12,0,1,2022-12-01,"531"
"cp",4,10,0.4,1,2022-12-01,"601"
"math",5,10,0.5,1,2022-12-01,"601"
"science",4,10,0.4,1,2022-12-01,"601"
"la",5,10,0.5,1,2022-12-01,"601"
"writing",0,10,0,1,2022-12-01,"601"
"vocab",3,10,0.3,1,2022-12-01,"601"
"reading",4,10,0.4,1,2022-12-01,"601"
"phonics",4,10,0.4,1,2022-12-01,"601"
"resets",0,10,0,1,2022-12-01,"601"
"cp",3,10,0.3,1,2022-12-01,"753"
"directive",9,10,0.9,1,2022-12-01,"753"
"art",8,10,0.8,1,2022-12-01,"753"
"activity",8,10,0.8,1,2022-12-01,"753"
"math",16,10,1.6,1,2022-12-01,"753"
"la",12,10,1.2,1,2022-12-01,"753"
"phonics",10,10,1,1,2022-12-01,"753"
"spelling",12,10,1.2,1,2022-12-01,"753"
"resets",2,10,0.2,1,2022-12-01,"753"
"cp",5,10,0.5,1,2022-12-01,"688"
"directive",8,10,0.8,1,2022-12-01,"688"
"art",6,10,0.6,1,2022-12-01,"688"
"activity",8,10,0.8,1,2022-12-01,"688"
"math",4,10,0.4,1,2022-12-01,"688"
"la",0,10,0,1,2022-12-01,"688"
"phonics",6,10,0.6,1,2022-12-01,"688"
"spelling",4,10,0.4,1,2022-12-01,"688"
"resets",4,10,0.4,1,2022-12-01,"688"
"cp",2,10,0.2,1,2022-12-01,"41"
"directive",2,10,0.2,1,2022-12-01,"41"
"art",4,10,0.4,1,2022-12-01,"41"
"activity",2,10,0.2,1,2022-12-01,"41"
"math",3.5,10,0.35,1,2022-12-01,"41"
"la",5,10,0.5,1,2022-12-01,"41"
"geog",11,10,1.1,1,2022-12-01,"41"
"cp",3,12,0.25,1,2022-12-01,"754"
"directive",2,12,0.166666666666667,1,2022-12-01,"754"
"art",4,12,0.333333333333333,1,2022-12-01,"754"
"activity",4,12,0.333333333333333,1,2022-12-01,"754"
"math",4.5,10,0.45,1,2022-12-01,"754"
"languagearts",4,10,0.4,1,2022-12-01,"754"
"spelling",4,10,0.4,1,2022-12-01,"754"
"phonics",4,10,0.4,1,2022-12-01,"754"
"resets",0,10,0,1,2022-12-01,"754"
"math",3,9,0.333333333333333,1,2022-12-01,"6"
"science",7,9,0.777777777777778,1,2022-12-01,"6"
"reading",8,9,0.888888888888889,1,2022-12-01,"6"
"writing",8,9,0.888888888888889,1,2022-12-01,"6"
"spelling",9,9,1,1,2022-12-01,"6"
"geography",4,9,0.444444444444444,1,2022-12-01,"6"
"vocab",7,9,0.777777777777778,1,2022-12-01,"6"
"la",5,9,0.555555555555556,1,2022-12-01,"6"
"cp",7,10,0.7,1,2022-12-01,"6"
"math",4,7,0.571428571428571,2,2022-12-01,"163"
"spelling",3,7,0.428571428571429,2,2022-12-01,"163"
"writing",3,7,0.428571428571429,2,2022-12-01,"163"
"la",7,7,1,2,2022-12-01,"163"
"phonics",3,7,0.428571428571429,2,2022-12-01,"163"
"geography",0,7,0,2,2022-12-01,"163"
"vocab",3,7,0.428571428571429,2,2022-12-01,"163"
"reading",2,7,0.285714285714286,2,2022-12-01,"163"
"science",0,7,0,2,2022-12-01,"163"
"phonics",6,7,0.857142857142857,2,2022-12-01,"159"
"languagearts",6,7,0.857142857142857,2,2022-12-01,"159"
"spelling",7,7,1,2,2022-12-01,"159"
"writing",7,7,1,2,2022-12-01,"159"
"math",7,7,1,2,2022-12-01,"159"
"science",7,7,1,2,2022-12-01,"159"
"math",6,7,0.857142857142857,2,2022-12-01,"736"
"writing",5,7,0.714285714285714,2,2022-12-01,"736"
"readingcomp",4,7,0.571428571428571,2,2022-12-01,"736"
"spelling",5,7,0.714285714285714,2,2022-12-01,"736"
"phonics",6,7,0.857142857142857,2,2022-12-01,"736"
"vocab",5,7,0.714285714285714,2,2022-12-01,"736"
"math",9,7,1.28571428571429,2,2022-12-01,"656"
"reading",4,7,0.571428571428571,2,2022-12-01,"656"
"writing",7,7,1,2,2022-12-01,"656"
"phonics",7,7,1,2,2022-12-01,"656"
"geography",3,7,0.428571428571429,2,2022-12-01,"656"
"spelling",7,7,1,2,2022-12-01,"656"
"la",7,7,1,2,2022-12-01,"656"
"science",5,7,0.714285714285714,2,2022-12-01,"656"
"math",4,7,0.571428571428571,2,2022-12-01,"78"
"reading",5,7,0.714285714285714,2,2022-12-01,"78"
"spelling",5,7,0.714285714285714,2,2022-12-01,"78"
"writing",1,7,0.142857142857143,2,2022-12-01,"78"
"vocab",5,7,0.714285714285714,2,2022-12-01,"78"
"la",5,7,0.714285714285714,2,2022-12-01,"78"
"phonics",6,7,0.857142857142857,2,2022-12-01,"78"
"math",1,7,0.142857142857143,2,2022-12-01,"667"
"la",2,7,0.285714285714286,2,2022-12-01,"667"
"phonics",5,7,0.714285714285714,2,2022-12-01,"667"
"rc",3,7,0.428571428571429,2,2022-12-01,"667"
"writing",1,7,0.142857142857143,2,2022-12-01,"667"
"spelling",2,7,0.285714285714286,2,2022-12-01,"667"
"vocab",3,7,0.428571428571429,2,2022-12-01,"667"
"math",3,7,0.428571428571429,2,2022-12-01,"655"
"la",3,7,0.428571428571429,2,2022-12-01,"655"
"phonics",4,7,0.571428571428571,2,2022-12-01,"655"
"spelling",3,7,0.428571428571429,2,2022-12-01,"655"
"reading",3,7,0.428571428571429,2,2022-12-01,"655"
"vocab",4,7,0.571428571428571,2,2022-12-01,"655"
"writing",5,7,0.714285714285714,2,2022-12-01,"655"
"math",9,7,1.28571428571429,2,2022-12-01,"392"
"langarts",8,7,1.14285714285714,2,2022-12-01,"392"
"spelling",11,7,1.57142857142857,2,2022-12-01,"392"
"writing",7,7,1,2,2022-12-01,"392"
"reading",7,7,1,2,2022-12-01,"392"
"vocab",7,7,1,2,2022-12-01,"392"
"cp",0,7,0,3,2022-12-01,"458"
"art",9,7,1.28571428571429,3,2022-12-01,"458"
"directive",10,7,1.42857142857143,3,2022-12-01,"458"
"math",8,7,1.14285714285714,3,2022-12-01,"458"
"la",8.25,7,1.17857142857143,3,2022-12-01,"458"
"spelling",7.75,7,1.10714285714286,3,2022-12-01,"458"
"phonics",12.5,7,1.78571428571429,3,2022-12-01,"458"
"reading",11,7,1.57142857142857,3,2022-12-01,"458"
"longvowels",6,5,1.2,3,2022-12-01,"458"
"sightwords",8,5,1.6,3,2022-12-01,"458"
"readingpassedoff",2,7,0.285714285714286,3,2022-12-01,"458"
"cp",9,11,0.818181818181818,3,2022-12-01,"635"
"directive",10,11,0.909090909090909,3,2022-12-01,"635"
"writing",10,11,0.909090909090909,3,2022-12-01,"635"
"la",9,7,1.28571428571429,3,2022-12-01,"635"
"math",8.5,7,1.21428571428571,3,2022-12-01,"635"
"spelling",9.5,7,1.35714285714286,3,2022-12-01,"635"
"phonics",9,7,1.28571428571429,3,2022-12-01,"635"
"reading",7.5,7,1.07142857142857,3,2022-12-01,"635"
"resets",1,11,0.0909090909090909,3,2022-12-01,"635"
"cp",8,9,0.888888888888889,3,2022-12-01,"935"
"art",8,9,0.888888888888889,3,2022-12-01,"935"
"directive",7,9,0.777777777777778,3,2022-12-01,"935"
"activity",2,9,0.222222222222222,3,2022-12-01,"935"
"math",5.25,7,0.75,3,2022-12-01,"935"
"pre-handwriting",5.5,7,0.785714285714286,3,2022-12-01,"935"
"la",7.75,7,1.10714285714286,3,2022-12-01,"935"
"spelling",5.75,7,0.821428571428571,3,2022-12-01,"935"
"phonics",7.25,7,1.03571428571429,3,2022-12-01,"935"
"reading",7,7,1,3,2022-12-01,"935"
"resets",2,9,0.222222222222222,3,2022-12-01,"935"
"cp",0,7,0,3,2022-12-01,"510"
"math",7,7,1,3,2022-12-01,"510"
"rc",7,7,1,3,2022-12-01,"510"
"la",7.75,7,1.10714285714286,3,2022-12-01,"510"
"writing",7.75,7,1.10714285714286,3,2022-12-01,"510"
"spelling",9,7,1.28571428571429,3,2022-12-01,"510"
"vocab",9,7,1.28571428571429,3,2022-12-01,"510"
"phonics",10.75,7,1.53571428571429,3,2022-12-01,"510"
"extramathpggiven",1,7,0.142857142857143,3,2022-12-01,"510"
"cp",0,7,0,3,2022-12-01,"191"
"art",0,7,0,3,2022-12-01,"191"
"activity",0,7,0,3,2022-12-01,"191"
"math",5.75,7,0.821428571428571,3,2022-12-01,"191"
"spelling",7,7,1,3,2022-12-01,"191"
"reading",7.75,7,1.10714285714286,3,2022-12-01,"191"
"phonics",7,7,1,3,2022-12-01,"191"
"vocab",9,7,1.28571428571429,3,2022-12-01,"191"
"science",6.75,7,0.964285714285714,3,2022-12-01,"191"
"trashcans",0,7,0,3,2022-12-01,"191"
"cp",8,10,0.8,3,2022-12-01,"965"
"art",6,10,0.6,3,2022-12-01,"965"
"directive",9,10,0.9,3,2022-12-01,"965"
"math",7,7,1,3,2022-12-01,"965"
"writing",3,7,0.428571428571429,3,2022-12-01,"965"
"la",9,7,1.28571428571429,3,2022-12-01,"965"
"vocab",8.75,7,1.25,3,2022-12-01,"965"
"spelling",4.75,5,0.95,3,2022-12-01,"965"
"phonics",4.75,5,0.95,3,2022-12-01,"965"
"redirects",7.75,7,1.10714285714286,3,2022-12-01,"965"
"resets",2,7,0.285714285714286,3,2022-12-01,"965"
"cp",6,7,0.857142857142857,3,2022-12-01,"252"
"directive",3,7,0.428571428571429,3,2022-12-01,"252"
"art",3,7,0.428571428571429,3,2022-12-01,"252"
"math",10,7,1.42857142857143,3,2022-12-01,"252"
"writing",3,7,0.428571428571429,3,2022-12-01,"252"
"phonics",4.75,7,0.678571428571429,3,2022-12-01,"252"
"reading",5,7,0.714285714285714,3,2022-12-01,"252"
"la",5,7,0.714285714285714,3,2022-12-01,"252"
"spelling",5,7,0.714285714285714,3,2022-12-01,"252"
"resets",0,0,NA,3,2022-12-01,"252"
"cp",8,17,0.470588235294118,1,2023-01-01,"670"
"directive",16,17,0.941176470588235,1,2023-01-01,"670"
"art",10,17,0.588235294117647,1,2023-01-01,"670"
"activity",8,17,0.470588235294118,1,2023-01-01,"670"
"spelling",7,17,0.411764705882353,1,2023-01-01,"670"
"math",11,17,0.647058823529412,1,2023-01-01,"670"
"reading",3,17,0.176470588235294,1,2023-01-01,"670"
"books",1,17,0.0588235294117647,1,2023-01-01,"670"
"resets",3,17,0.176470588235294,1,2023-01-01,"670"
"cp",3,17,0.176470588235294,1,2023-01-01,"508"
"directive",16,17,0.941176470588235,1,2023-01-01,"508"
"art",15,17,0.882352941176471,1,2023-01-01,"508"
"pre-k",76,17,4.47058823529412,1,2023-01-01,"508"
"resets",5,17,0.294117647058824,1,2023-01-01,"508"
"cp",16,18,0.888888888888889,1,2023-01-01,"539"
"readingpassedoff",1,18,0.0555555555555556,1,2023-01-01,"539"
"math",13,18,0.722222222222222,1,2023-01-01,"539"
"la",9,18,0.5,1,2023-01-01,"539"
"spelling",11,18,0.611111111111111,1,2023-01-01,"539"
"phonics",24,18,1.33333333333333,1,2023-01-01,"539"
"writing",9,18,0.5,1,2023-01-01,"539"
"rc",7,18,0.388888888888889,1,2023-01-01,"539"
"resets",1,18,0.0555555555555556,1,2023-01-01,"539"
"cp",11,18,0.611111111111111,1,2023-01-01,"872"
"directive",14,18,0.777777777777778,1,2023-01-01,"872"
"art",12,18,0.666666666666667,1,2023-01-01,"872"
"activity",11,18,0.611111111111111,1,2023-01-01,"872"
"math",13,18,0.722222222222222,1,2023-01-01,"872"
"la",20,18,1.11111111111111,1,2023-01-01,"872"
"spelling",18,18,1,1,2023-01-01,"872"
"phonics",28,18,1.55555555555556,1,2023-01-01,"872"
"vocab",17,18,0.944444444444444,1,2023-01-01,"872"
"writing",15,18,0.833333333333333,1,2023-01-01,"872"
"reading",12,18,0.666666666666667,1,2023-01-01,"872"
"resets",NA,NA,NA,1,2023-01-01,"872"
"cp",10,12,0.833333333333333,1,2023-01-01,"776"
"directive",10,12,0.833333333333333,1,2023-01-01,"776"
"art",10,12,0.833333333333333,1,2023-01-01,"776"
"activity",10,12,0.833333333333333,1,2023-01-01,"776"
"math",10,12,0.833333333333333,1,2023-01-01,"776"
"la",6,12,0.5,1,2023-01-01,"776"
"spelling",8,12,0.666666666666667,1,2023-01-01,"776"
"phonics",6,12,0.5,1,2023-01-01,"776"
"reading",5,12,0.416666666666667,1,2023-01-01,"776"
"resets",0,12,0,1,2023-01-01,"776"
"cp",13,15,0.866666666666667,1,2023-01-01,"259"
"math",13,15,0.866666666666667,1,2023-01-01,"259"
"spelling",9,15,0.6,1,2023-01-01,"259"
"maps",12,15,0.8,1,2023-01-01,"259"
"countingmoney",14,15,0.933333333333333,1,2023-01-01,"259"
"money,fr,time",12,15,0.8,1,2023-01-01,"259"
"cp",15,18,0.833333333333333,1,2023-01-01,"350"
"directive",16,18,0.888888888888889,1,2023-01-01,"350"
"art",17,18,0.944444444444444,1,2023-01-01,"350"
"activity",15,18,0.833333333333333,1,2023-01-01,"350"
"math",16,18,0.888888888888889,1,2023-01-01,"350"
"spelling",16,18,0.888888888888889,1,2023-01-01,"350"
"phonics",NA,18,0,1,2023-01-01,"350"
"vocab",11,18,0.611111111111111,1,2023-01-01,"350"
"reading",8,18,0.444444444444444,1,2023-01-01,"350"
"la",20,18,1.11111111111111,1,2023-01-01,"350"
"resets",1,18,0.0555555555555556,1,2023-01-01,"350"
"cp",10,18,0.555555555555556,1,2023-01-01,"66"
"math",5,18,0.277777777777778,1,2023-01-01,"66"
"reading",3,18,0.166666666666667,1,2023-01-01,"66"
"la",2,18,0.111111111111111,1,2023-01-01,"66"
"spelling",8,18,0.444444444444444,1,2023-01-01,"66"
"phonics",10,18,0.555555555555556,1,2023-01-01,"66"
"geography",1,18,0.0555555555555556,1,2023-01-01,"66"
"vocab",19,18,1.05555555555556,1,2023-01-01,"66"
"cp",13,13,1,1,2023-01-01,"722"
"math",19,13,1.46153846153846,1,2023-01-01,"722"
"handwriting",12,13,0.923076923076923,1,2023-01-01,"722"
"books",0,13,0,1,2023-01-01,"722"
"languagearts",11,13,0.846153846153846,1,2023-01-01,"722"
"spelling",20,13,1.53846153846154,1,2023-01-01,"722"
"cp",14,17,0.823529411764706,1,2023-01-01,"626"
"directive",14,17,0.823529411764706,1,2023-01-01,"626"
"activity",14,17,0.823529411764706,1,2023-01-01,"626"
"spelling",17,17,1,1,2023-01-01,"626"
"phonics",17,17,1,1,2023-01-01,"626"
"readingpassedoff",3,17,0.176470588235294,1,2023-01-01,"626"
"resets",0,17,0,1,2023-01-01,"626"
"cp",12,18,0.666666666666667,1,2023-01-01,"849"
"directive",12,18,0.666666666666667,1,2023-01-01,"849"
"art",12,18,0.666666666666667,1,2023-01-01,"849"
"activity",12,18,0.666666666666667,1,2023-01-01,"849"
"math",5,18,0.277777777777778,1,2023-01-01,"849"
"hw",4,18,0.222222222222222,1,2023-01-01,"849"
"grammar",10,18,0.555555555555556,1,2023-01-01,"849"
"readingpassedoff",2,18,0.111111111111111,1,2023-01-01,"849"
"resets",0,18,0,1,2023-01-01,"849"
"cp",2,17,0.117647058823529,1,2023-01-01,"484"
"directive",6,17,0.352941176470588,1,2023-01-01,"484"
"art",5,17,0.294117647058824,1,2023-01-01,"484"
"readingpassedoff",0,17,0,1,2023-01-01,"484"
"resets",8,17,0.470588235294118,1,2023-01-01,"484"
"cp",14,16,0.875,1,2023-01-01,"651"
"directive",16,16,1,1,2023-01-01,"651"
"art",14,16,0.875,1,2023-01-01,"651"
"writing",15,16,0.9375,1,2023-01-01,"651"
"reading",28,16,1.75,1,2023-01-01,"651"
"la",18,16,1.125,1,2023-01-01,"651"
"math",12,16,0.75,1,2023-01-01,"651"
"science",15,16,0.9375,1,2023-01-01,"651"
"geography",10,16,0.625,1,2023-01-01,"651"
"cp",13,14,0.928571428571429,1,2023-01-01,"948"
"reset",1,14,0.0714285714285714,1,2023-01-01,"948"
"math",24,14,1.71428571428571,1,2023-01-01,"948"
"grammar",NA,14,NA,1,2023-01-01,"948"
"writing",11,14,0.785714285714286,1,2023-01-01,"948"
"readingcomp",8,14,0.571428571428571,1,2023-01-01,"948"
"phonics",21,14,1.5,1,2023-01-01,"948"
"spelling",16,14,1.14285714285714,1,2023-01-01,"948"
"languagearts",11,14,0.785714285714286,1,2023-01-01,"948"
"math",16,17,0.941176470588235,1,2023-01-01,"430"
"la",15,17,0.882352941176471,1,2023-01-01,"430"
"writing",13,17,0.764705882352941,1,2023-01-01,"430"
"rc",12,17,0.705882352941177,1,2023-01-01,"430"
"phonics",13,17,0.764705882352941,1,2023-01-01,"430"
"spelling",13,17,0.764705882352941,1,2023-01-01,"430"
"vocab",16,17,0.941176470588235,1,2023-01-01,"430"
"cp",2,19,0.105263157894737,1,2023-01-01,"616"
"directive",18,19,0.947368421052632,1,2023-01-01,"616"
"art",18,19,0.947368421052632,1,2023-01-01,"616"
"activity",15,19,0.789473684210526,1,2023-01-01,"616"
"math",8,19,0.421052631578947,1,2023-01-01,"616"
"vocab",5,19,0.263157894736842,1,2023-01-01,"616"
"la",2,19,0.105263157894737,1,2023-01-01,"616"
"resets",0,19,0,1,2023-01-01,"616"
"cp",10,18,0.555555555555556,1,2023-01-01,"531"
"directive",18,18,1,1,2023-01-01,"531"
"art",18,18,1,1,2023-01-01,"531"
"activity",18,18,1,1,2023-01-01,"531"
"math",12,18,0.666666666666667,1,2023-01-01,"531"
"reading",10,18,0.555555555555556,1,2023-01-01,"531"
"spelling",16,18,0.888888888888889,1,2023-01-01,"531"
"phonics",24,18,1.33333333333333,1,2023-01-01,"531"
"la",13,18,0.722222222222222,1,2023-01-01,"531"
"writing",15,18,0.833333333333333,1,2023-01-01,"531"
"resets",1,18,0.0555555555555556,1,2023-01-01,"531"
"cp",10,13,0.769230769230769,1,2023-01-01,"601"
"math",7,13,0.538461538461538,1,2023-01-01,"601"
"science",5,13,0.384615384615385,1,2023-01-01,"601"
"la",3,13,0.230769230769231,1,2023-01-01,"601"
"writing",4,13,0.307692307692308,1,2023-01-01,"601"
"vocab",6,13,0.461538461538462,1,2023-01-01,"601"
"reading",8,13,0.615384615384615,1,2023-01-01,"601"
"phonics",7,13,0.538461538461538,1,2023-01-01,"601"
"geography",NA,13,NA,1,2023-01-01,"601"
"resets",0,13,0,1,2023-01-01,"601"
"cp",8,18,0.444444444444444,1,2023-01-01,"753"
"directive",17,18,0.944444444444444,1,2023-01-01,"753"
"art",17,18,0.944444444444444,1,2023-01-01,"753"
"activity",13,18,0.722222222222222,1,2023-01-01,"753"
"math",23,18,1.27777777777778,1,2023-01-01,"753"
"la",15,18,0.833333333333333,1,2023-01-01,"753"
"phonics",25,18,1.38888888888889,1,2023-01-01,"753"
"spelling",10,18,0.555555555555556,1,2023-01-01,"753"
"resets",4,18,0.222222222222222,1,2023-01-01,"753"
"cp",11,13,0.846153846153846,1,2023-01-01,"688"
"directive",13,13,1,1,2023-01-01,"688"
"art",13,13,1,1,2023-01-01,"688"
"activity",13,13,1,1,2023-01-01,"688"
"math",12,13,0.923076923076923,1,2023-01-01,"688"
"la",9,13,0.692307692307692,1,2023-01-01,"688"
"phonics",17,13,1.30769230769231,1,2023-01-01,"688"
"spelling",6,13,0.461538461538462,1,2023-01-01,"688"
"resets",0,13,0,1,2023-01-01,"688"
"cp",1,10,0.1,1,2023-01-01,"41"
"directive",1,10,0.1,1,2023-01-01,"41"
"art",0,10,0,1,2023-01-01,"41"
"activity",0,10,0,1,2023-01-01,"41"
"math",3,10,0.3,1,2023-01-01,"41"
"la",7,10,0.7,1,2023-01-01,"41"
"geog",4,10,0.4,1,2023-01-01,"41"
"cp",3,18,0.166666666666667,1,2023-01-01,"754"
"directive",17,18,0.944444444444444,1,2023-01-01,"754"
"art",12,18,0.666666666666667,1,2023-01-01,"754"
"activity",12,18,0.666666666666667,1,2023-01-01,"754"
"math",14,18,0.777777777777778,1,2023-01-01,"754"
"languagearts",4,18,0.222222222222222,1,2023-01-01,"754"
"spelling",12,18,0.666666666666667,1,2023-01-01,"754"
"phonics",9,18,0.5,1,2023-01-01,"754"
"reading",6,18,0.333333333333333,1,2023-01-01,"754"
